longitude,latitude,sample_id,uid,timestamp,tweet,emotion_ct,happy,sad,neutral,angry,fear,surprise,disgust,emotions
-95.6141,29.5996,1067,96256,8/3/2017 2:03,"Dancing is mandatory on your  wedding night, congrats Lindsey and Rodney!! 
.
.
.
.
Cool shutter� https://t.co/PrTMYG6W6m",2,2,,,,,,,happy
-95.3832,29.7629,1067,96257,8/13/2017 19:14,you are my sunshine.... my only sunshine� https://t.co/kpzpgxkzm7,2,1,,,,1,,,happy fear
-95.3832,29.7629,1067,96279,9/5/2017 20:33,who's been following my wedding photography journey? I have been working on my new brand slowly!� https://t.co/xQZ8qM6KUZ,1,,,1,,,,,neutral
-95.3832,29.7629,1067,96309,9/28/2017 18:08,"thank you for teaching the world what freedom of expression is all about, and also giving all� https://t.co/BAiQuIIDUs",1,,,1,,,,,neutral
-95.3832,29.7629,1317,97821,7/27/2017 0:01,Are you looking to rent an apartment or buy a house in the Houston area? Give my realtor� https://t.co/4pOff2ffJi,1,,,,,,,1,disgust
-95.47869,29.75051,1317,97830,9/4/2017 20:58,xoprincessriri erikamua7 @ Dish Society https://t.co/uWg0OXZz4u,3,,,2,,,1,,neutral surprise
-95.3832,29.7629,1317,97833,9/12/2017 3:17,"From the jump. @ Houston, Texas https://t.co/K2S1zg2BHY",2,1,,1,,,,,happy neutral
-95.37872358,29.77123301,1305,98017,9/2/2017 13:08,Huge s/o to everyone who came out to donate and volunteer last night! Much love in H-Town right!� https://t.co/roQ1mhNQ0x,7,4,1,2,,,,,happy sad neutral
-95.512244,29.781918,1001,98107,7/26/2017 15:19,"Issac says, ""We take care of our guests as a team. Need something? Ask any of us. Everyone is� https://t.co/cX6o9keyId",2,,2,,,,,,sad
-95.512244,29.781918,1001,98114,9/11/2017 2:39,"Did you know? 
Jonathan discovered his love of cooking in his college days where he cooked meals� https://t.co/YH4613JV19",1,1,,,,,,,happy
-95.512244,29.781918,1001,98118,9/20/2017 15:21,"Two great friends walked and talked coffee, inhaled roast aromas, and tasted varying flavors of� https://t.co/HzRU1uCVKI",2,2,,,,,,,happy
-95.512244,29.781918,1001,98120,9/22/2017 17:46,We make hungry people happy. Just look at their faces when the food arrived! ?????? @ Jonathan's� https://t.co/aEW0kRmobO,3,2,,1,,,,,happy neutral
-95.40109,29.74254,1000,98578,7/28/2017 2:58,O boy..... @ Poison Girl Cocktail Lounge https://t.co/BSClVnq1mB,1,1,,,,,,,happy
-95.5067,29.4931,1000,98604,8/4/2017 23:57,"Ha!!!! @ Sienna Plantation, Texas https://t.co/lpzm8N4Z7a",1,,,1,,,,,neutral
-95.4153,29.74288,1000,98607,8/6/2017 4:24,Yer-Haw .... @ A'Bouzy https://t.co/3Vns8ZqKuJ,1,1,,,,,,,happy
-95.4153,29.74288,1000,98610,8/6/2017 14:27,Old friends and new ones.... @ A'Bouzy https://t.co/afXzQoW5KX,2,2,,,,,,,happy
-95.4153,29.74288,1000,98611,8/6/2017 14:30,Hot stuff ... @ A'Bouzy https://t.co/oXvwYatRyh,1,,1,,,,,,sad
-95.58078,29.58084,1000,98689,8/22/2017 0:00,Lol @ Star Cinema Grill https://t.co/SHzklINpyM,1,,1,,,,,,sad
-95.5972915,29.5890657,1000,98693,8/22/2017 23:08,The Boy @ Supreme Shave &amp; Barber Emporium https://t.co/8qtmwzjhjt,2,1,,1,,,,,happy neutral
-95.3976501,29.7735771,1000,98818,9/30/2017 22:17,Dinner with THE PW.... @ Star Fish Houston https://t.co/0VerC9dxb0,2,2,,,,,,,happy
-95.40836,29.82713,1122,99937,9/10/2017 0:29,Family bingo night .... damn it's cut throat ?????? @ Family Bingo Center https://t.co/pSdeUXgxMg,2,2,,,,,,,happy
-95.45267,29.7533,1149,100100,9/14/2017 20:09,"NEW ADDITION TO THE COLLECTION !!!! Even though I don't do this for the recognitions, it feels� https://t.co/8QwGCoid1b",2,2,,,,,,,happy
-95.45267,29.7533,1149,100104,9/27/2017 18:47,Congratulations to my buyer/ investor all the way from Ecuador. This our 4th transactions� https://t.co/pPNQtXAQmW,2,2,,,,,,,happy
-95.50070505,29.72310772,972,100337,8/23/2017 18:43,"She is the best headache.! But I love her @ Southwest Houston, TX https://t.co/YtEpXU9Ld0",1,1,,,,,,,happy
-95.40188555,29.62154471,972,100340,8/30/2017 7:34,We cute.! @ Canterbury Park https://t.co/FcAKlwfrsN,1,,,1,,,,,neutral
-95.31175519,29.65941153,972,100341,9/2/2017 2:02,"Just posted a photo @ Southeast Houston, Houston, Texas https://t.co/nSS0T0eS4D",2,,,2,,,,,neutral
-95.31175519,29.65941153,972,100345,9/22/2017 14:16,"????? @ Southeast Houston, Houston, Texas https://t.co/kxWoLHec9e",2,1,,1,,,,,happy neutral
-95.15359751,29.68073567,1241,100388,7/28/2017 16:19,My littlest Punkin &amp; me time...He really was excited  about coming� https://t.co/H1TXuvkHRA,2,2,,,,,,,happy
-95.54222804,29.92940905,1241,100390,7/30/2017 3:30,Fun evening with great friends..  I'm still laughing ... had a� https://t.co/PYq9N61Afr,1,1,,,,,,,happy
-95.24730538,29.93377148,1241,100414,9/3/2017 18:23,First time out to a restaurant since before.. great breakfast with� https://t.co/CkriDHU37p,1,1,,,,,,,happy
-95.37141,29.7449,1270,100696,8/19/2017 18:58,Just posted a photo @ Rich's Houston https://t.co/DWmN4q3ufe,5,4,,1,,,,,happy neutral
-95.38967842,29.72551083,1284,101547,8/10/2017 2:51,"Faith, strength, detail, female @ The Museum of Fine Arts, Houston https://t.co/lLbftQhVt2",1,1,,,,,,,happy
-95.61990397,29.72418314,1325,101588,8/16/2017 21:10,Little Birdies Mobile Golf Academy - The Fall Migration has started! After school Classes and� https://t.co/JncLCzeoCv,1,,,1,,,,,neutral
-95.3832,29.7629,1325,101591,9/6/2017 4:14,Little Birdies Mobile Golf Academy-  nothing like after school programs for kids! Let's keep� https://t.co/mKO8LNFTUo,1,1,,,,,,,happy
-95.4881599,29.67741,1325,101596,9/14/2017 13:15,Little Birdies Mobile Golf Academy-  T-shirt DAY in class!  Excitement all around! Support� https://t.co/0P0mBgtGwQ,3,2,,,1,,,,happy angry
-95.3832,29.7629,1325,101601,9/19/2017 13:14,Little Birdies Mobile Golf Academy-  nothing like after school programs for kids! Let's keep� https://t.co/8m5JmYD6r1,1,,1,,,,,,sad
-95.54002242,29.60233092,1325,101606,9/22/2017 2:46,Little Birdies Mobile Golf Academy-  nothing like after school programs for kids! Pitching� https://t.co/SEhwUiva5S,2,1,,1,,,,,happy neutral
-95.3832,29.7629,1325,101612,9/28/2017 1:30,Little Birdies Mobile Golf Academy-� nothing like after school programs for kids! Busy day� https://t.co/06CNlLZ1d7,1,1,,,,,,,happy
-95.38461001,29.57275199,1175,101691,7/26/2017 1:11,LIVE @ Southdown Park https://t.co/j8Ktt5DvXM,1,1,,,,,,,happy
-95.3832,29.7629,1044,101748,8/11/2017 20:59,Thanks Charity for showing me what FAITH looks like. I know you're going to do GREAT things! We� https://t.co/McK6J3lcGi,4,3,1,,,,,,happy sad
-95.47278,29.78539,889,102111,8/20/2017 21:51,Came to IKEA to eat and look around! We ended up buying a little kitchen for him :3 Can't wait� https://t.co/5aDxxQmvxT,1,,,1,,,,,neutral
-95.38285034,29.57103797,1042,102160,8/1/2017 10:11,Father thank you for this day and bless me to be all you want me to� https://t.co/tQcfIssngj,1,1,,,,,,,happy
-95.39411298,29.55323116,1042,102166,8/19/2017 2:16,"Cydney babysitting, Lauryn was blessed with a last minute ticket to� https://t.co/vfdyXVIoSa",2,2,,,,,,,happy
-95.414146,29.689949,1042,102175,9/9/2017 21:30,Yanabugg called and asked me to pick her up. My first time out today� https://t.co/COcOu7BvTj,1,1,,,,,,,happy
-95.1181,29.692,1020,102225,8/27/2017 21:57,zbb is knee deep in the water somewhere but i'm about waist deep on� https://t.co/Pu4TcqT2tk,1,1,,,,,,,happy
-95.16869204,29.64917209,1020,102227,9/16/2017 2:02,welcome to 18 Abby girl!! thx for letting me celebrate w you &lt;3 @� https://t.co/WEAAMFpGPg,1,1,,,,,,,happy
-95.46637,29.841148,1002,102574,7/27/2017 1:56,At big judys.... Omg this burger is amazing @ Sassafras https://t.co/CKwiTS9VqA,1,,,1,,,,,neutral
-95.38883686,29.71960705,1002,102575,8/12/2017 1:08,?? @ Miller Outdoor Theatre https://t.co/g9uXpMurgs,1,,,1,,,,,neutral
-95.296,29.5543,923,103462,7/29/2017 15:24,"CJ our soccer superstar ?? @ Pearland, Texas https://t.co/KSpntw2yHy",1,1,,,,,,,happy
-95.3832,29.7629,923,103463,7/30/2017 4:30,22 years later.....and we're still at it ?? Love these Ladies ??� https://t.co/6HYgHoQwtr,3,3,,,,,,,happy
-95.3914,29.7211,1130,103999,7/25/2017 15:46,Forever grateful ???? She is Sold. ?? @ Hermann Park https://t.co/jlWa25fnkX,1,,,,,1,,,fear
-95.3914,29.7211,1130,104031,9/20/2017 21:31,"2nd Bday Party ??invitations coming soon!! Love doing these things, they're so much fun!!! ??� https://t.co/IwpfZ7hP7u",1,,1,,,,,,sad
-95.3832,29.7629,971,104160,9/8/2017 21:20,"Hello Friends and Family, I would like to invite everyone For ""Vision Month""... We are planning� https://t.co/pCLjJmEEet",2,1,,,1,,,,happy angry
-95.540203,29.736536,1141,104189,8/18/2017 2:55,"She's my big sister, second mom, adviser, best friend, person who knows everything, and an� https://t.co/J4cGyIPtXG",2,2,,,,,,,happy
-95.5194,29.78,930,104716,7/27/2017 19:08,Happy 7th birthday ?????????? Nathan Andrew Villegas daddy loves u so� https://t.co/IapMFaYa5a,4,2,,1,1,,,,happy neutral angry
-95.543402,29.813272,930,104726,9/20/2017 3:56,Nathan giving Isabella her bobblehead gift from Saturday's baseball� https://t.co/61BdyoHn4r,1,,1,,,,,,sad
-95.3832,29.7629,998,104804,7/24/2017 3:48,I almost forgot ????Happy birthday enano! Te echo de menos y te quiero mucho! ?? A ver si esos 17� https://t.co/iggWGZGKZ6,2,2,,,,,,,happy
-95.5985149,29.5881003,899,104823,9/16/2017 23:49,Happy (very) late birthday Dad! We had a blast trying to *escape* with you - so close to the� https://t.co/j2fIHRNMkU,2,2,,,,,,,happy
-95.3832,29.7629,1105,104860,9/23/2017 1:49,"The only guy that will always have my heart ?? @ Houston, Texas https://t.co/ylm6ekPjuC",1,1,,,,,,,happy
-95.50070505,29.72310772,896,105147,9/16/2017 15:12,"B R I D G E 

Come through!!! We got you! 

If you want to volunteer, come at 10:30 or 12:30!!� https://t.co/9B1Kshjo0K",2,,1,,1,,,,sad angry
-95.55373947,29.70362704,1163,105207,8/26/2017 15:36,Choke hold. He didn't stand a chance. @ Tiger Den https://t.co/LQxklMrctd,2,2,,,,,,,happy
-95.3832,29.7629,974,105227,8/3/2017 14:23,"For beautiful eyes, look for the good in others; for beautiful lips,� https://t.co/XHDj1TKUgU",1,1,,,,,,,happy
-95.37261,29.74673,1287,105412,9/5/2017 19:28,"""My mission in life is not merely to survive,but to thrive;and to do� https://t.co/hibUJnfkNO",1,,,1,,,,,neutral
-95.36198484,29.75102847,1263,106039,8/14/2017 22:04,2017-2018 season starting pretty soon. Can't wait to represent out on court??. This season is� https://t.co/oM0RM2EdYg,6,4,,2,,,,,happy neutral
-95.3832,29.7629,1027,106074,7/27/2017 19:17,We couldn't be more grateful to our fabulous design team for bringing us yet another amazing� https://t.co/SUm1HqRRqz,1,1,,,,,,,happy
-95.3832,29.7629,1240,106309,9/10/2017 5:55,"I unclog my nose in your direction, sons of a window dresser... I wave my private parts at your� https://t.co/v9figTbRbP",1,,,,1,,,,angry
-95.38883686,29.71960705,1240,106330,9/30/2017 6:12,More moments from Houston Strong: A Theatre District Benefit Honoring Local� https://t.co/nXdc8DNxKy,1,1,,,,,,,happy
-95.36,29.73,978,106539,7/31/2017 1:21,"Hanging with these two?????????
mekia_sharaza35 &amp; sl___jackson @ Third Ward, Houston https://t.co/hJ5r2QJdPA",2,1,,1,,,,,happy neutral
-95.3832,29.7629,1190,106587,7/26/2017 3:06,"Skin clearing up and glowing, eyebrows growing , real hair growing back, weight getting back up,� https://t.co/Y9CZU4w4ZL",1,,,1,,,,,neutral
-95.58564303,29.95552339,986,107300,8/2/2017 18:56,Hey Houston !! My fav illustrative artist is making a trip down to guest spot. He will book up� https://t.co/EdrFhcPSTY,1,,,1,,,,,neutral
-95.58564303,29.95552339,986,107305,8/7/2017 18:03,Only a couple spots left for guest artist manu_raccoon August 15-20 If you want to get one of� https://t.co/7MyAiMaDeZ,2,,2,,,,,,sad
-95.58564303,29.95552339,986,107324,8/25/2017 20:43,?? Hahahaha! @ World Famous Texas Body Art (Houston) https://t.co/aXojBMndKk,1,,,,1,,,,angry
-95.58564303,29.95552339,986,107325,8/26/2017 15:47,The studio has flooding all in the area so we will be expecting to be closed until water has� https://t.co/DzVLli4LzL,1,,,,,1,,,fear
-95.58564303,29.95552339,986,107336,9/2/2017 6:50,We are still serving as a dropspot for donations all week long. Please bring non perishable� https://t.co/jC3wZVnT4m,1,1,,,,,,,happy
-95.58564303,29.95552339,986,107372,9/9/2017 17:57,tyeharris session only has a few hours left ! Amazing talent and great person be sure to give� https://t.co/TKuZOkixoG,1,,1,,,,,,sad
-95.3832,29.7629,1016,107664,9/2/2017 15:46,"I really miss Michelle. She slayed this morning. Yassss. ???? @ Houston, Texas https://t.co/H00fdRjIiV",1,,,1,,,,,neutral
-95.515,29.9253,1016,107665,9/2/2017 15:50,"More old toys found @ North Houston, Texas https://t.co/3mEYn2rsud",1,,1,,,,,,sad
-95.515,29.9253,1016,107666,9/2/2017 17:02,"In one of my favorite shirts I bought from Nicky Davis @ North Houston, Texas https://t.co/RveOaDnrs5",1,1,,,,,,,happy
-95.3832,29.7629,1016,107676,9/20/2017 13:43,"Forgot to post this mini mural (I think) @ Houston, Texas https://t.co/EfwPaMQCre",1,,1,,,,,,sad
-95.402,29.728,966,107721,8/25/2017 13:27,Flashback to 2008's Ike Hurrication. Great idea until you wake up� https://t.co/QVGOkNMruB,2,1,,1,,,,,happy neutral
-95.40954,29.8025,1018,107767,8/6/2017 19:09,This weekend I came home to Houston to celebrate some pretty amazing milestones. Pops turned 76� https://t.co/jgblxIOWzw,3,2,,,,,1,,happy surprise
-95.46411842,29.785517,1180,108286,8/13/2017 2:20,Ian and I w/ Bert Kreischer. He killed at the Improv tonight. @ Improv Houston https://t.co/wkV0NRdxo9,2,2,,,,,,,happy
-95.5459,29.7811,1180,108306,9/1/2017 19:32,"Kim and I had fun packing up her house, put her on another boat while I wait for my boat to come� https://t.co/OJwlxz33f2",2,2,,,,,,,happy
-95.34138889,29.98444444,921,108550,8/3/2017 23:16,Ready to board our flight to Dubai &amp; ran into my niecey� https://t.co/va6OhBf9oj,2,1,,,1,,,,happy angry
-95.36411423,29.75390978,921,108555,9/18/2017 1:11,Date Night out with my lover the Damian Marley Concert @ House of� https://t.co/MIStoiIQ3A,1,1,,,,,,,happy
-95.56018435,29.81387712,897,108615,8/19/2017 19:22,Hangin' out in Mom's new classroom. ??????? @ Harold D Guthrie Center� https://t.co/tgrUQvXYm2,4,3,,1,,,,,happy neutral
-95.51404293,29.7063202,945,108864,7/27/2017 15:54,Nos vemos �ste s�bado en BANANA BAY RESTAURANTE Y BAR @ Banana Bay� https://t.co/BuJFPGkVK2,11,8,,3,,,,,happy neutral
-95.51404293,29.7063202,945,108866,7/29/2017 23:32,No te lo pierdas HOY S�BADO la mejor gozadera de Houston Texas esta� https://t.co/3QuaVjTkRJ,11,8,,3,,,,,happy neutral
-95.51404293,29.7063202,945,108869,8/13/2017 1:14,Hoy s�bado Noche de gozadera y rrruuummmbaaa total en BANANA BAY� https://t.co/2QZxdWKvvX,11,7,1,2,,1,,,happy sad neutral fear
-95.4577599,29.74646,945,108872,8/14/2017 20:36,Ya estamos aqui mi genteee ?????? @ IHeartMedia Houston https://t.co/Jec44J9wqZ,1,,1,,,,,,sad
-95.61990397,29.72418314,945,108873,8/15/2017 14:21,"Good morning!! @ Westside, Houston, Texas https://t.co/ruzC6WWToH",1,,,1,,,,,neutral
-95.38967842,29.72551083,1264,109371,8/9/2017 23:14,"lemme light up yo world?? @ The Museum of Fine Arts, Houston https://t.co/8dsJhC6PNf",1,1,,,,,,,happy
-95.41242,29.6873851,933,109538,8/29/2017 18:36,"Official Postponement Announcement: 
The 1st Annual Houston Tattoo Arts Convention
Due to� https://t.co/oi4tUlbEWd",1,,,,1,,,,angry
-95.3832,29.7629,1157,111546,8/22/2017 21:14,Thank you Houston for your energy!!!  We'll see you again January 27th for our Houston contest!� https://t.co/fG17Yut23Y,2,,,,,2,,,fear
-95.470442,29.73956244,1025,111604,9/1/2017 22:14,"Yesterday I got a glimpse into why this city is so amazing &amp; why I know we'll overcome this.
1.� https://t.co/JDf813bZho",3,2,,1,,,,,happy neutral
-95.3832,29.7629,1251,112047,9/21/2017 17:10,I can confirm that at least two of the men in this photo have hatefully big dicks. I'm talking� https://t.co/CkCHMm2zes,7,6,,1,,,,,happy neutral
-95.3881196,29.7817249,1251,112049,9/21/2017 18:10,Congrads Nick @ Fitzgerald's https://t.co/bgv555jIvv,1,1,,,,,,,happy
-95.3881196,29.7817249,1251,112050,9/22/2017 0:45,My sister got a single. Go support! I'm a Drag Queen (feat. Norman Ebony) - Single by Trinity K.� https://t.co/M8kHzd2quB,1,1,,,,,,,happy
-95.36924011,29.76146165,1299,112584,8/22/2017 13:45,Happy Trails to benji_riv &amp; justjaquez as they go on to new life experiences! Love &amp; Light. And� https://t.co/zQFmn0KAHu,4,3,,1,,,,,happy neutral
-95.47417402,29.71951388,999,113326,7/26/2017 16:52,Back on the block with my new time slot! Catch me EVERY WEDNESDAY at 7pm at soundboxtx! Teaching� https://t.co/F4DLQNgZhV,1,1,,,,,,,happy
-95.4999,29.9658,999,113342,9/26/2017 2:16,Excited to be teaching the kf_dancecompany monthly at Klein Forest this season! Hoping to see a� https://t.co/DRe7GPw03d,6,4,,1,,1,,,happy neutral fear
-95.36683117,29.75799513,1268,113398,7/28/2017 0:19,We are like in a horror movie on the midnight with sleepy eyes ?????? @� https://t.co/5c9Fm0aXsB,1,,,1,,,,,neutral
-95.46268385,29.73939383,1268,113399,7/28/2017 18:15,?????? @ The Downtown Aquarium https://t.co/YPsQtzrXfZ,1,,,1,,,,,neutral
-95.36683117,29.75799513,1268,113400,8/1/2017 2:13,We have nice memories in a short time ?????? @ Downtown Houston https://t.co/7v2tSgtDMi,1,,,1,,,,,neutral
-95.36683117,29.75799513,1268,113403,8/23/2017 6:50,Time goes by so fast ?????? ?? ??????? ?????? ????? ?????? @ Downtown Houston https://t.co/fr8vav57gK,3,1,,2,,,,,happy neutral
-95.36725704,29.76248864,1243,113501,7/31/2017 2:40,"In addition to spending the weekend with some of my favorite people,� https://t.co/recBFy2pjY",3,3,,,,,,,happy
-95.3832,29.7629,1171,113530,8/1/2017 17:30,"""Once you have identified the problem, the responsibility to fix it lies� https://t.co/oIooS9OPcN",3,2,1,,,,,,happy sad
-95.5623549,29.7778183,1171,113544,8/6/2017 15:36,"Morning meetings with new clients go something like this! I appreciate ALL of my clients,� https://t.co/cg0AFkdsDB",3,3,,,,,,,happy
-95.3832,29.7629,1171,113562,8/15/2017 20:28,"""When change becomes a necessity, growth is� https://t.co/f85pwzdUVI",1,1,,,,,,,happy
-95.441,29.7648,1171,113572,8/19/2017 2:00,"""Finish the week how you start it""-Me 
PM Crew got it in today! Don't undo the progress you made� https://t.co/bOtO8Iwfux",1,,,1,,,,,neutral
-95.3832,29.7629,1171,113577,8/21/2017 13:38,Good morning from my 5th grader and Kindergartner. New school. New memories. ??????????????� https://t.co/HMvahVeeSJ,1,,,1,,,,,neutral
-95.3832,29.7629,1171,113587,8/25/2017 20:39,The weight wasn't put on in a day. Getting it off won't happen overnight either. Stay hydrated� https://t.co/9PImOozydM,1,,,1,,,,,neutral
-95.3832,29.7629,1171,113615,9/5/2017 16:56,"It didn't happen overnight, although many days I wish it did. There were more days that I felt� https://t.co/GpjjuEdl6g",1,1,,,,,,,happy
-95.3832,29.7629,1171,113620,9/7/2017 16:30,I think this was sophomore year at Lamar ????! jtaylornoel remember you did my hair for� https://t.co/PeO77IXsvm,1,1,,,,,,,happy
-95.39092,29.74395,1171,113624,9/9/2017 18:58,Gluten free for the W! Being healthy is not about giving up the things you enjoy. Incorporate� https://t.co/ezazArY1Ue,1,,1,,,,,,sad
-95.3832,29.7629,1171,113631,9/12/2017 18:30,"""When they say you can't, adjust your crown and show them why you� https://t.co/3XF2KpYKJX",2,2,,,,,,,happy
-95.3832,29.7629,1171,113635,9/13/2017 22:12,"Blood, sweat, TEARS and 56 days later! nelljanee thank you for entrusting me with your fitness� https://t.co/MpMvfc2C6x",2,2,,,,,,,happy
-95.37746868,29.59091978,1171,113637,9/14/2017 15:12,"2.5 miles later and uphill sprints, we're still smiling! Matching pants were done on accident.� https://t.co/kVgv7yPesX",2,2,,,,,,,happy
-95.3832,29.7629,1171,113638,9/14/2017 20:29,shamar04 20 year old us and our sidekick harmonyleshae lol! Brace face and damaged permed� https://t.co/HtEvKutlX8,1,,,1,,,,,neutral
-95.3832,29.7629,1171,113639,9/15/2017 0:54,My lil baby that don't listen lauraheezy is making some MAJOR progress lol! When you make your� https://t.co/rpeuXTtFb6,2,,,1,1,,,,neutral angry
-95.3832,29.7629,1171,113647,9/18/2017 23:46,"Day one or one day, you decide. May 2015 versus today. I still have some work to do, but I'm� https://t.co/HNcE5Xw7uq",1,1,,,,,,,happy
-95.3832,29.7629,1171,113651,9/20/2017 20:23,Carpool RANT: I hate the word DIET??! Fitness and health are about lifestyle changes and not� https://t.co/hs6yPtfp7J,2,1,1,,,,,,happy sad
-95.39101352,29.71479445,1276,114154,8/12/2017 17:35,Zoo Date ?? @ Houston Zoo https://t.co/plE4V4iyVn,1,1,,,,,,,happy
-95.31175519,29.65941153,1368,115064,7/30/2017 1:51,"Story of my life... @ Southeast Houston, Houston, Texas https://t.co/OAOUvBkEcr",3,1,,2,,,,,happy neutral
-95.3669968,29.7860107,1367,115175,7/29/2017 18:05,"YOU WILL NEVER KNOW. 
YOU WILL NEVER EVER KNOW. 
BITCH. 
Humbled to have thrown down with these� https://t.co/QAwYbJhR0N",2,1,1,,,,,,happy sad
-95.4110895,29.6850724,1362,115260,8/5/2017 22:48,"Another awesome, busy day at Abilities Expo Houston! So cool to get to hang with my girl today� https://t.co/n9VEIyPZMG",4,3,1,,,,,,happy sad
-95.45976971,29.74959818,1359,115366,8/23/2017 20:04,?????? Someone has a ranch dip mustache! ???????? @ Berryhill Baja Grill https://t.co/3pAajtQ5e8,1,1,,,,,,,happy
-95.3832,29.7629,1354,115554,7/24/2017 15:43,"****TODAY is the last day for this offer!!!****
Finally!!! ?????? You too can join the local event� https://t.co/z0DWxOeuXg",11,11,,,,,,,happy
-95.3832,29.7629,1354,115562,7/26/2017 14:36,"Houston is filled with so many beautifully talented and diverse women! We admire you all. And,� https://t.co/wvE4EB3LS4",2,2,,,,,,,happy
-95.3832,29.7629,1354,115563,7/27/2017 15:31,"There are situations in life that make us contemplate love and it's meaning. But, above all� https://t.co/XCCyAU1gSK",1,1,,,,,,,happy
-95.3832,29.7629,1354,115571,7/30/2017 19:17,"Houston Latina Blogger's is composed of a diverse group of women, from all walks of life, who� https://t.co/2DT6pK48kX",2,2,,,,,,,happy
-95.3832,29.7629,1354,115573,7/31/2017 2:41,Stef's smile tells you exactly how our weekend went... SUPER GREAT. ??????� https://t.co/6anqojjmRa,2,1,,,1,,,,happy angry
-95.3832,29.7629,1354,115576,7/31/2017 20:46,"We had to feature Jose today!! If you know him, then you know why!!! We were super busy all� https://t.co/Wh72NCcCXK",1,1,,,,,,,happy
-95.3832,29.7629,1354,115584,8/6/2017 19:23,Sunday funday includes great fashion! ???? we hope you've had a great one!! ????� https://t.co/WAHnZBQzZ2,2,,2,,,,,,sad
-95.53912982,29.96014528,1354,115589,8/8/2017 14:23,"**BACK TO SCHOOL SHOPPING PARTY**              

Join us for a Back-to-School shopping� https://t.co/eRp2JNVnFM",1,1,,,,,,,happy
-95.3832,29.7629,1354,115591,8/9/2017 19:52,"So may amazing and talented Latinas! And, Latinos! For more you can also follow our friends over� https://t.co/blrfs6VJ8g",1,,,,1,,,,angry
-95.3832,29.7629,1354,115594,8/11/2017 16:26,**DON'T FORGET THIS WEEKEND**BACK TO SCHOOL SHOPPING PARTY** Join us for a Back-to-School� https://t.co/LaUBJs2zpR,2,2,,,,,,,happy
-95.53912982,29.96014528,1354,115598,8/12/2017 21:39,"We were with the gorgeous Stef, an HLB member who represented us at Macy's today!! Huge congrats� https://t.co/qo4iYeR1DP",1,1,,,,,,,happy
-95.3832,29.7629,1354,115603,8/15/2017 14:22,Happy Tuesday! We are proud of our roots and heritage. We admire those who fully display where� https://t.co/fhZraNiWbk,4,4,,,,,,,happy
-95.36683117,29.75799513,1351,115641,7/26/2017 16:22,What a GORGEOUS DAY! @ Downtown Houston https://t.co/G3e8hfSumC,1,,1,,,,,,sad
-95.36683117,29.75799513,1351,115642,8/18/2017 17:33,"Oooooo,  it's HOT out here! That fountain is tempting!!! @ Downtown� https://t.co/q1EOIlg4l9",1,1,,,,,,,happy
-94.96992997,29.78172075,1341,115986,8/6/2017 6:17,Had an awesome time with my baby momma and our kiddos!! @ Pirate's� https://t.co/sB7FRxhjTY,1,1,,,,,,,happy
-95.46343417,29.73919547,1339,116003,8/13/2017 17:04,Enjoying the Houston night life yesterday!?? @ The Galleria https://t.co/JTeRpWIgH9,3,1,,2,,,,,happy neutral
-95.5905499,29.93163,1337,116079,8/1/2017 20:55,I challenge you ????to donate $5 dollars to a child in need of a backpack and school supplies this� https://t.co/KJilSBzZbT,1,1,,,,,,,happy
-95.5905499,29.93163,1337,116081,8/2/2017 19:25,PUT A SMILE ON A KIDDOS FACE BY DONATING $10 FOR A BACKPACK FILLED WITH SCHOOL SUPPLIES. Donate� https://t.co/2P3uWZaCbl,1,1,,,,,,,happy
-95.5905499,29.93163,1337,116086,8/9/2017 17:27,HELP THE BABY'S START SCHOOL PREPARED ????Visit our website today and click the banner to donate� https://t.co/IdiZfP0BO2,1,1,,,,,,,happy
-95.5905499,29.93163,1337,116095,8/16/2017 18:29,It's almost time to go back to school! Help us put a smile on a child's face by donating $10.� https://t.co/0GaZbpFFaR,1,1,,,,,,,happy
-95.27398459,29.78047315,1333,116957,9/15/2017 13:44,"These super tellers banked enough food to serve over 13,000 meals. houstonfoodbank� https://t.co/6zaFJgDN2c",5,5,,,,,,,happy
-95.3832,29.7629,1329,117166,8/30/2017 22:59,"My favorite souvenir from Liverpool, making these days go by easier.� https://t.co/omhCSPM2hy",1,,,,,1,,,fear
-95.5151291,29.8360596,1327,117181,8/23/2017 16:06,"shoplullabylola Awesome pic of our new corduroy dress!  Thanks for sharing!
???
We have this� https://t.co/1Fv3WyvwTS",2,1,,1,,,,,happy neutral
-95.18302346,29.7905177,1413,117238,8/23/2017 15:38,????3 Times For Ya Mind ????!!!! My ?? Nephew Trevais Started High School Today!!!!� https://t.co/Sik3alEgcm,2,1,,1,,,,,happy neutral
-95.40783,29.73829,1412,117282,7/30/2017 18:07,Your Official Greek Festival Afterparty team! Get ready Houston! westalabamaicehouse� https://t.co/Ld3F65GKW0,3,3,,,,,,,happy
-95.3832,29.7629,1411,117294,9/18/2017 23:29,"JEWELRY by AISEN CHACIN EARRINGS ONENESS inspired in my piece Tha hands mural Diversity,� https://t.co/k2laeF0HWu",1,,,1,,,,,neutral
-95.35238348,29.75236532,1409,117386,7/30/2017 0:21,Let's go Dynamo! @ BBVA Compass Stadium https://t.co/jayyBpD92n,1,,1,,,,,,sad
